StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sub_id,time_instructions_2_First Click,time_instructions_2_Last Click,time_instructions_2_Page Submit,time_instructions_2_Click Count,toast_1_1,toast_1_2,toast_1_3,toast_1_4,toast_2_1,toast_2_2,toast_2_3,toast_3_1,toast_3_2,toast_3_3,mdmt_1_1,mdmt_1_2,mdmt_1_3,mdmt_1_4,mdmt_2_1,mdmt_2_2,mdmt_2_3,mdmt_2_4,mdmt_3_1,mdmt_3_2,mdmt_3_3,mdmt_3_4,mdmt_4_1,mdmt_4_2,mdmt_4_3,mdmt_4_4,rosas_1_1,rosas_1_2,rosas_1_3,rosas_1_4,rosas_1_5,rosas_1_6,rosas_2_1,rosas_2_2,rosas_2_3,rosas_2_4,rosas_2_5,rosas_2_6,rosas_3_1,rosas_3_2,rosas_3_3,rosas_3_4,rosas_3_5,rosas_3_6,behavioral_trust,gators_scale_4_1,gators_scale_4_2,gators_scale_4_3,gators_scale_4_4,gators_scale_4_5,Distract_extra_q_1,Distract_extra_q_2,Distract_extra_q_3,Distract_extra_q_4,gators_scale_2_1,gators_scale_2_2,gators_scale_2_3,gators_scale_2_4,gators_scale_2_5,intentionality _1,intentionality _2,mind,gators_scale_1_1,gators_scale_1_2,gators_scale_1_3,gators_scale_1_4,gators_scale_1_5,gators_scale_1_6,belief,self_efficacy_influ_1,self_efficacy_influ_2,self_efficacy_influ_3,gators_scale_3_1,gators_scale_3_2,gators_scale_3_3,gators_scale_3_4,gators_scale_3_5,gators_scale_3_6,fluency_2_1,fluency_2_2,fluency_2_3,fluency_1_1,fluency_1_2,fluency_1_3
2024-11-19 11:39:56,2024-11-19 11:47:40,0,72.33.2.91,100,463,1,2024-11-19 11:47:41,R_3DiZNpBDDYeYYVj,,,,,43.0782,-89.4075,anonymous,EN,40,16.915,19.429,19.433,3,5,6,2,5,6,6,6,6,3,2,8,9,8,8,7,9,7,9,7,9,9,9,8,9,6,9,1,9,2,1,9,6,1,9,1,1,9,2,1,1,1,1,1,1,7,5,2,6,5,4,5,5,6,6,4,3,6,3,2,3,2,2,6,6,7,7,2,7,1,2,2,5,5,3,6,2,1,6,7,7,7,7,4,6
2024-11-19 18:13:39,2024-11-19 18:21:38,0,72.33.2.91,100,478,1,2024-11-19 18:21:38,R_63aqUwE5QzeLD1M,,,,,43.0782,-89.4075,anonymous,EN,11,176.336,176.336,176.343,1,6,6,3,6,6,4,3,6,3,2,6,9,7,5,6,9,8,9,5,9,6,9,7,9,7,9,1,8,7,1,6,7,3,9,1,1,7,4,1,2,2,1,6,1,6,2,5,5,7,6,5,6,6,5,4,5,6,4,6,5,3,4,3,5,5,7,5,6,1,4,4,3,3,5,5,6,1,6,7,7,7,6,6,6
2024-11-20 16:09:35,2024-11-20 16:19:47,0,72.33.2.91,100,611,1,2024-11-20 16:19:48,R_1KjsnOTCvnPStEU,,,,,43.0782,-89.4075,anonymous,EN,15,4.567,4.567,4.573,1,6,7,7,7,5,6,7,7,6,2,7,8,7,8,6,7,8,8,8,6,7,7,7,8,8,8,7,7,1,6,7,2,3,6,4,1,4,1,2,2,1,1,7,1,7,6,1,6,7,6,7,5,5,7,5,3,5,1,1,5,4,6,5,2,7,7,5,7,1,2,2,4,6,2,6,1,1,6,6,6,6,6,5,5
2024-11-22 12:44:51,2024-11-22 12:52:32,0,72.33.2.91,100,460,1,2024-11-22 12:52:33,R_5c8EpESWE3Pz0oz,,,,,43.0782,-89.4075,anonymous,EN,38,54.205,54.205,54.209,1,5,6,5,6,6,5,4,6,6,2,7,7,7,6,8,7,7,7,7,7,7,7,8,7,7,7,6,7,2,7,7,6,7,7,5,5,7,2,5,7,2,3,5,2,6,6,2,6,6,6,6,6,6,7,6,2,6,4,2,6,6,5,5,4,6,7,4,6,4,4,4,4,5,2,5,3,1,4,6,6,5,6,5,6
2024-11-25 10:39:57,2024-11-25 10:49:08,0,72.33.2.91,100,551,1,2024-11-25 10:49:09,R_1BfAR3MstKjbbJD,,,,,43.0782,-89.4075,anonymous,EN,35,5.645,5.645,5.647,1,7,6,5,5,5,6,2,5,5,2,7,5,7,5,7,7,7,6,6,5,7,8,8,8,7,6,1,7,1,1,7,1,5,6,2,4,6,2,1,5,2,1,5,1,6,5,1,5,4,5,6,5,6,4,4,4,5,5,2,7,6,5,4,4,6,7,6,6,2,4,4,4,5,1,6,5,1,6,7,5,6,6,7,6
2024-11-26 11:46:37,2024-11-26 11:55:38,0,72.33.2.91,100,540,1,2024-11-26 11:55:39,R_3fJBQYhqHumOwGl,,,,,43.0782,-89.4075,anonymous,EN,1,9.505,9.505,9.506,1,7,7,2,2,7,1,4,4,2,2,8,9,8,7,7,9,8,9,8,9,8,9,8,9,7,9,1,9,2,2,9,6,1,4,2,1,8,2,1,9,1,1,1,1,7,4,1,6,6,6,5,5,6,3,6,3,7,5,2,2,4,5,2,3,5,7,6,3,1,1,1,1,5,1,6,6,1,6,7,7,6,6,5,7
2024-11-26 13:45:39,2024-11-26 13:55:23,0,72.33.2.91,100,583,1,2024-11-26 13:55:23,R_57LSbs91QiA6Sml,,,,,43.0782,-89.4075,anonymous,EN,32,163.703,163.703,163.709,1,6,7,4,6,7,5,4,6,4,2,7,1,7,5,7,1,6,1,4,1,4,1,7,1,1,1,1,6,1,1,1,1,1,2,1,1,6,1,1,2,1,1,1,1,6,5,1,5,7,7,6,6,6,7,4,2,6,5,1,1,1,1,4,1,5,7,2,3,1,2,3,4,7,1,5,1,1,5,7,6,5,7,4,7
2024-11-26 17:43:25,2024-11-26 17:55:27,0,72.33.2.91,100,721,1,2024-11-26 17:55:28,R_5OIMlvktw6CKnIF,,,,,43.0812,-89.3845,anonymous,EN,37,165.184,165.184,165.187,1,6,3,5,6,6,4,6,6,6,2,7,9,7,9,8,9,6,9,6,9,7,7,6,4,5,3,1,6,1,1,7,3,3,3,3,2,6,1,1,6,1,1,2,2,6,1,2,4,5,5,5,3,6,6,4,2,5,3,2,5,3,1,4,2,6,1,4,6,1,2,2,5,4,2,5,2,1,5,6,6,6,5,2,5
2024-12-02 17:41:23,2024-12-02 17:49:09,0,72.33.2.91,100,465,1,2024-12-02 17:49:09,R_3Nye9YYBFYbkTff,,,,,43.0812,-89.3845,anonymous,EN,36,26.755,26.755,26.76,1,7,6,7,6,6,5,5,7,6,2,7,9,8,9,7,9,6,9,5,9,6,9,7,5,8,9,2,7,1,1,7,4,2,7,5,4,7,1,1,3,1,1,2,1,7,3,3,6,5,5,6,5,7,6,5,2,7,3,2,1,2,1,3,1,6,7,2,6,1,5,5,5,6,1,6,3,1,6,7,6,6,6,7,5
2024-12-03 17:38:24,2024-12-03 17:48:34,0,72.33.2.91,100,609,1,2024-12-03 17:48:35,R_5diP7Ad2DjSkutd,,,,,43.0812,-89.3845,anonymous,EN,43,175.48,175.48,175.486,1,6,6,6,6,3,4,5,6,6,2,8,9,8,9,8,9,7,7,7,9,8,9,6,9,7,9,1,8,3,1,7,6,1,3,6,1,7,1,1,7,1,1,1,1,6,5,3,5,4,3,5,6,6,6,4,5,6,3,3,5,3,1,4,3,5,7,2,6,1,2,2,2,3,3,4,3,1,6,6,6,6,6,6,6
2024-12-06 12:41:22,2024-12-06 12:50:34,0,72.33.2.91,100,552,1,2024-12-06 12:50:35,R_5FtgNuW5oymtztM,,,,,43.0812,-89.3845,anonymous,EN,39,25.494,25.494,25.498,1,7,7,7,6,6,5,5,7,7,2,7,7,8,7,7,9,8,6,7,9,7,9,7,7,8,9,6,8,5,1,7,6,5,6,6,5,8,3,5,8,2,4,6,1,6,6,5,5,6,7,6,4,6,5,5,5,5,4,5,7,5,3,4,4,5,7,6,3,5,5,5,6,2,5,6,6,1,4,7,7,7,7,7,7
2024-12-09 15:42:27,2024-12-09 15:54:50,0,72.33.2.91,100,743,1,2024-12-09 15:54:51,R_11bVCDZpqWlYeST,,,,,43.0812,-89.3845,anonymous,EN,18,8.409,8.409,8.414,1,7,7,6,5,6,6,7,7,5,2,7,9,8,8,8,9,7,9,7,8,8,9,8,9,8,7,4,8,1,4,5,6,3,3,6,2,8,1,2,7,2,2,6,1,6,4,3,6,4,3,6,6,7,7,5,5,6,3,3,6,2,2,5,3,6,7,3,4,2,2,1,1,5,4,6,3,1,6,7,6,4,7,4,7
2024-12-10 11:52:18,2024-12-10 11:59:57,0,72.33.2.91,100,458,1,2024-12-10 11:59:58,R_7w5NfwDhnbq5mEG,,,,,43.0782,-89.4075,anonymous,EN,7,20.061,20.061,20.066,1,7,6,6,6,7,7,7,7,6,2,8,9,8,9,8,9,8,7,8,9,8,9,8,9,8,9,2,9,1,2,9,2,1,8,1,1,9,2,1,9,1,1,2,1,6,5,2,6,4,3,5,6,7,7,6,3,7,5,1,7,2,1,6,1,6,7,5,6,1,5,5,6,6,1,6,1,1,7,7,6,6,7,6,7
2024-12-10 13:51:49,2024-12-10 14:02:24,0,72.33.2.91,100,635,1,2024-12-10 14:02:24,R_3y9kjvOesmbZ0p0,,,,,43.0812,-89.3845,anonymous,EN,65,182.51,182.51,182.514,1,7,5,6,5,5,6,5,6,5,2,7,9,8,9,8,9,7,5,6,9,7,9,6,9,7,9,1,9,1,1,6,4,1,6,2,1,8,1,1,8,1,1,1,1,7,3,1,5,4,3,6,5,6,5,6,5,6,5,1,5,3,1,3,5,5,7,4,5,1,2,2,2,5,2,4,3,1,3,6,6,6,6,5,6
2024-12-10 17:41:48,2024-12-10 17:52:12,0,72.33.2.91,100,623,1,2024-12-10 17:52:12,R_6j6UNbtTsa9LaEF,,,,,43.0812,-89.3845,anonymous,EN,42,186.308,186.308,186.312,1,7,5,7,7,6,7,5,6,3,2,8,9,8,7,7,9,8,6,7,9,8,9,7,9,6,9,5,9,3,1,6,2,1,8,3,1,7,2,1,7,1,1,5,1,7,4,2,6,6,7,3,7,6,4,2,5,6,2,2,5,2,2,5,3,3,7,3,4,1,3,4,5,6,2,5,2,1,2,7,7,6,6,7,7
2024-12-11 16:13:12,2024-12-11 16:28:34,0,72.33.2.91,100,922,1,2024-12-11 16:28:35,R_3kGKVuXAWFqUpb2,,,,,43.0782,-89.4075,anonymous,EN,4,96.916,96.916,96.92,1,6,3,4,6,3,4,3,3,4,2,6,3,7,6,7,5,6,4,6,5,4,4,6,4,4,4,4,7,3,6,7,1,7,7,5,2,6,3,6,7,2,5,6,1,7,5,2,6,4,2,6,6,6,7,6,4,6,5,3,4,6,6,6,2,5,7,5,4,4,3,2,4,6,3,6,5,1,4,4,7,6,5,6,6
2024-12-13 12:46:38,2024-12-13 12:53:30,0,72.33.2.91,100,412,1,2024-12-13 12:53:31,R_5fV59ZFrDV11vxO,,,,,43.0812,-89.3845,anonymous,EN,60,4.307,4.307,4.313,1,6,7,3,3,6,6,5,7,6,2,7,9,7,9,7,9,6,9,7,9,9,9,7,9,6,9,1,6,1,1,7,4,1,4,1,4,7,3,1,2,1,1,1,1,7,6,1,6,6,2,5,6,6,5,6,5,6,2,1,5,1,1,4,2,5,7,2,4,1,3,1,2,6,1,5,2,1,5,7,6,7,6,3,6
2024-12-13 12:42:29,2024-12-16 13:15:50,0,72.33.2.91,100,261201,1,2024-12-16 13:15:51,R_7sbbfNBn7UzE9D6,,,,,43.0812,-89.3845,anonymous,EN,60,25.672,25.672,25.676,1,6,7,2,5,7,7,6,7,3,2,8,5,7,6,7,7,8,8,7,5,7,5,7,9,5,5,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,,,,,7,7,7,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2024-12-16 13:16:02,2024-12-16 13:22:39,0,72.33.2.91,100,397,1,2024-12-16 13:22:40,R_38NFKwmuCA07SEG,,,,,43.0812,-89.3845,anonymous,EN,45,31.99,37.36,37.364,2,6,6,4,4,4,5,6,6,5,2,6,9,7,5,7,5,8,5,6,4,8,4,8,9,6,9,1,9,1,1,5,2,1,5,1,1,6,1,1,8,1,1,2,1,7,3,5,5,3,4,6,6,6,7,5,3,6,5,2,1,1,1,5,1,5,7,4,7,1,1,1,6,5,2,5,2,1,2,7,7,7,7,7,7
2024-12-16 15:38:44,2024-12-16 15:48:45,0,72.33.2.91,100,600,1,2024-12-16 15:48:46,R_1oFxmgunxt1PpZi,,,,,43.0812,-89.3845,anonymous,EN,46,16.231,16.231,16.235,1,7,7,6,7,7,6,6,7,6,2,8,2,8,6,8,3,6,5,8,5,7,9,8,7,8,4,1,9,5,1,7,6,1,8,6,1,7,2,1,5,2,1,3,2,7,2,2,6,6,5,6,6,7,5,5,3,7,2,2,4,2,1,3,2,6,7,5,5,1,1,1,1,3,4,5,2,1,7,7,7,7,7,5,7
2024-12-16 17:45:45,2024-12-16 17:52:14,0,72.33.2.91,100,389,1,2024-12-16 17:52:15,R_73h47O9DsN0ZR17,,,,,43.0812,-89.3845,anonymous,EN,58,14.493,14.493,14.5,1,6,7,5,6,7,6,2,5,5,2,8,7,8,7,7,5,7,7,8,6,8,4,8,6,6,4,1,7,3,6,7,4,5,6,3,4,8,3,3,8,1,1,3,3,6,5,3,5,4,5,5,5,6,5,6,3,6,5,2,6,5,1,6,3,6,7,4,6,1,2,2,2,6,2,6,3,1,5,7,7,6,6,2,6
2024-12-18 10:13:10,2024-12-18 10:18:56,0,72.33.2.91,100,346,1,2024-12-18 10:18:57,R_5RySqCS7EIo0JKV,,,,,43.0782,-89.4075,anonymous,EN,55,22.333,22.333,22.338,1,6,4,4,6,7,6,6,5,3,2,8,6,8,9,7,5,8,9,8,8,8,8,8,8,8,9,5,9,1,4,6,3,4,6,3,5,9,1,5,9,1,5,7,1,7,4,2,7,1,1,5,5,6,6,6,1,7,1,1,3,3,3,6,1,6,7,1,6,2,6,4,3,5,1,4,1,1,4,7,6,6,7,7,7
