StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sub_id,time_instructions_2_First Click,time_instructions_2_Last Click,time_instructions_2_Page Submit,time_instructions_2_Click Count,toast_1_1,toast_1_2,toast_1_3,toast_1_4,toast_2_1,toast_2_2,toast_2_3,toast_3_1,toast_3_2,toast_3_3,mdmt_1_1,mdmt_1_2,mdmt_1_3,mdmt_1_4,mdmt_2_1,mdmt_2_2,mdmt_2_3,mdmt_2_4,mdmt_3_1,mdmt_3_2,mdmt_3_3,mdmt_3_4,mdmt_4_1,mdmt_4_2,mdmt_4_3,mdmt_4_4,rosas_1_1,rosas_1_2,rosas_1_3,rosas_1_4,rosas_1_5,rosas_1_6,rosas_2_1,rosas_2_2,rosas_2_3,rosas_2_4,rosas_2_5,rosas_2_6,rosas_3_1,rosas_3_2,rosas_3_3,rosas_3_4,rosas_3_5,rosas_3_6,behavioral_trust,gators_scale_4_1,gators_scale_4_2,gators_scale_4_3,gators_scale_4_4,gators_scale_4_5,Distract_extra_q_1,Distract_extra_q_2,Distract_extra_q_3,Distract_extra_q_4,gators_scale_2_1,gators_scale_2_2,gators_scale_2_3,gators_scale_2_4,gators_scale_2_5,intentionality _1,intentionality _2,mind,gators_scale_1_1,gators_scale_1_2,gators_scale_1_3,gators_scale_1_4,gators_scale_1_5,gators_scale_1_6,belief,self_efficacy_influ_1,self_efficacy_influ_2,self_efficacy_influ_3,gators_scale_3_1,gators_scale_3_2,gators_scale_3_3,gators_scale_3_4,gators_scale_3_5,gators_scale_3_6,fluency_2_1,fluency_2_2,fluency_2_3,fluency_1_1,fluency_1_2,fluency_1_3
2024-12-03 17:38:24,2024-12-03 17:48:34,IP Address,72.33.2.91,100,609,True,2024-12-03 17:48:35,R_5diP7Ad2DjSkutd,,,,,43.0812,-89.3845,anonymous,EN,43,175.48,175.48,175.486,1,Agree,Agree,Agree,Agree,Somewhat disagree,Neutral,Somewhat agree,Agree,Agree,Disagree,"Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","
6","
6",6,"Does
Not
Fit","Very
7
","Does
Not
Fit",5,"Does
Not
Fit",6,"Does
Not
Fit","Definitely
NOT 
associated
1
","
8",3,"Definitely
NOT 
associated
1
",7,6,"Definitely
NOT 
associated
1
",3,6,"Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Neutral,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,"Not at all
0
",Neutral,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Agree,"Not at all
0
",Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2024-12-06 12:41:22,2024-12-06 12:50:34,IP Address,72.33.2.91,100,552,True,2024-12-06 12:50:35,R_5FtgNuW5oymtztM,,,,,43.0812,-89.3845,anonymous,EN,39,25.494,25.494,25.498,1,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,"
6","
6","Very
7
","
6","
6","Does
Not
Fit","Very
7
",5,6,"Does
Not
Fit",6,"Does
Not
Fit",6,6,"Very
7
","Does
Not
Fit",6,"
8",5,"Definitely
NOT 
associated
1
",7,6,5,6,6,5,"
8",3,5,"
8",2,4,6,"Definitely
NOT 
associated
1
",Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Neutral,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,2,Neutral,Neutral,Somewhat agree,Strongly agree,Agree,Somewhat disagree,4,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2024-12-09 15:42:27,2024-12-09 15:54:50,IP Address,72.33.2.91,100,743,True,2024-12-09 15:54:51,R_11bVCDZpqWlYeST,,,,,43.0812,-89.3845,anonymous,EN,18,8.409,8.409,8.414,1,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,"
6","Does
Not
Fit","Very
7
","Very
7
","Very
7
","Does
Not
Fit","
6","Does
Not
Fit",6,"Very
7
","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
",6,4,"
8","Definitely
NOT 
associated
1
",4,5,6,3,3,6,2,"
8","Definitely
NOT 
associated
1
",2,7,2,2,6,"Definitely
NOT 
associated
1
",Agree,Neutral,Somewhat disagree,Agree,Neutral,Somewhat disagree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,1,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Neutral,1,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neutral,Agree,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree
2024-12-10 11:52:18,2024-12-10 11:59:57,IP Address,72.33.2.91,100,458,True,2024-12-10 11:59:58,R_7w5NfwDhnbq5mEG,,,,,43.0782,-89.4075,anonymous,EN,7,20.061,20.061,20.066,1,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,"Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","
6","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit",2,"Definitely
associated
9
","Definitely
NOT 
associated
1
",2,"Definitely
associated
9
",2,"Definitely
NOT 
associated
1
","
8","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
associated
9
",2,"Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
",Agree,Somewhat agree,Disagree,Agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,"Not at all
0
",Agree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Agree,"Not at all
0
",Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree
2024-12-10 13:51:49,2024-12-10 14:02:24,IP Address,72.33.2.91,100,635,True,2024-12-10 14:02:24,R_3y9kjvOesmbZ0p0,,,,,43.0812,-89.3845,anonymous,EN,65,182.51,182.51,182.514,1,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,"
6","Does
Not
Fit","Very
7
","Does
Not
Fit","Very
7
","Does
Not
Fit","
6",4,5,"Does
Not
Fit",6,"Does
Not
Fit",5,"Does
Not
Fit",6,"Does
Not
Fit","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",6,4,"Definitely
NOT 
associated
1
",6,2,"Definitely
NOT 
associated
1
","
8","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","
8","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,"Not at all
0
",Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,"Not at all
0
",Disagree,Disagree,Disagree,Somewhat agree,Disagree,Neutral,Somewhat disagree,Strongly disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree
2024-12-10 17:41:48,2024-12-10 17:52:12,IP Address,72.33.2.91,100,623,True,2024-12-10 17:52:12,R_6j6UNbtTsa9LaEF,,,,,43.0812,-89.3845,anonymous,EN,42,186.308,186.308,186.312,1,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Disagree,"Very
7
","Does
Not
Fit","Very
7
","
6","
6","Does
Not
Fit","Very
7
",5,6,"Does
Not
Fit","Very
7
","Does
Not
Fit",6,"Does
Not
Fit",5,"Does
Not
Fit",5,"Definitely
associated
9
",3,"Definitely
NOT 
associated
1
",6,2,"Definitely
NOT 
associated
1
","
8",3,"Definitely
NOT 
associated
1
",7,2,"Definitely
NOT 
associated
1
",7,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",5,"Definitely
NOT 
associated
1
",Strongly agree,Neutral,Disagree,Agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Neutral,Disagree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Disagree,1,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,"Not at all
0
",Somewhat disagree,Neutral,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
2024-12-11 16:13:12,2024-12-11 16:28:34,IP Address,72.33.2.91,100,922,True,2024-12-11 16:28:35,R_3kGKVuXAWFqUpb2,,,,,43.0782,-89.4075,anonymous,EN,4,96.916,96.916,96.92,1,Agree,Somewhat disagree,Neutral,Agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Disagree,5,2,"
6",5,"
6",4,5,3,5,4,3,3,5,3,3,3,4,7,3,6,7,"Definitely
NOT 
associated
1
",7,7,5,2,6,3,6,7,2,5,6,"Definitely
NOT 
associated
1
",Strongly agree,Somewhat agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Somewhat agree,Somewhat disagree,Neutral,Agree,5,Agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,3,Somewhat disagree,Disagree,Neutral,Agree,Somewhat disagree,Agree,Somewhat agree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Somewhat agree,Agree,Agree
2024-12-13 12:46:38,2024-12-13 12:53:30,IP Address,72.33.2.91,100,412,True,2024-12-13 12:53:31,R_5fV59ZFrDV11vxO,,,,,43.0812,-89.3845,anonymous,EN,60,4.307,4.307,4.313,1,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Disagree,"
6","Does
Not
Fit","
6","Does
Not
Fit","
6","Does
Not
Fit",5,"Does
Not
Fit",6,"Does
Not
Fit","Does
Not
Fit","Does
Not
Fit",6,"Does
Not
Fit",5,"Does
Not
Fit","Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",7,4,"Definitely
NOT 
associated
1
",4,"Definitely
NOT 
associated
1
",4,7,3,"Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Strongly disagree,Somewhat agree,"Strongly
disagree","Not at all
0
",Neutral,Disagree,Somewhat agree,Strongly agree,Disagree,Neutral,"Not at all
0
",Somewhat disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree
2024-12-13 12:42:29,2024-12-16 13:15:50,IP Address,72.33.2.91,100,261201,True,2024-12-16 13:15:51,R_7sbbfNBn7UzE9D6,,,,,43.0812,-89.3845,anonymous,EN,60,25.672,25.672,25.676,1,Agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Disagree,"Very
7
",4,"
6",5,"
6","
6","Very
7
","Very
7
",6,4,6,4,6,"Does
Not
Fit",4,4,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",3,3,3,3,3,3,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Definitely
7",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Definitely
7",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2024-12-16 13:16:02,2024-12-16 13:22:39,IP Address,72.33.2.91,100,397,True,2024-12-16 13:22:40,R_38NFKwmuCA07SEG,,,,,43.0812,-89.3845,anonymous,EN,45,31.99,37.36,37.364,2,Agree,Agree,Neutral,Neutral,Neutral,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,5,"Does
Not
Fit","
6",4,"
6",4,"Very
7
",4,5,3,"Very
7
",3,"Very
7
","Does
Not
Fit",5,"Does
Not
Fit","Definitely
NOT 
associated
1
","Definitely
associated
9
","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",5,2,"Definitely
NOT 
associated
1
",5,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",6,"Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
","
8","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",2,"Definitely
NOT 
associated
1
",Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,"Strongly
disagree","Strongly
disagree","Not at all
0
",Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Neutral,Strongly agree,"Not at all
0
",Strongly disagree,Strongly disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2024-12-16 15:38:44,2024-12-16 15:48:45,IP Address,72.33.2.91,100,600,True,2024-12-16 15:48:46,R_1oFxmgunxt1PpZi,,,,,43.0812,-89.3845,anonymous,EN,46,16.231,16.231,16.235,1,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,"Very
7
",1,"Very
7
",5,"Very
7
",2,5,4,"Very
7
",4,6,"Does
Not
Fit","Very
7
",6,"Very
7
",3,"Definitely
NOT 
associated
1
","Definitely
associated
9
",5,"Definitely
NOT 
associated
1
",7,6,"Definitely
NOT 
associated
1
","
8",6,"Definitely
NOT 
associated
1
",7,2,"Definitely
NOT 
associated
1
",5,2,"Definitely
NOT 
associated
1
",3,2,Strongly agree,Disagree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Disagree,Disagree,Neutral,Disagree,"Not at all
0
",Somewhat disagree,Disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,"Not at all
0
",Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,Somewhat agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
2024-12-16 17:45:45,2024-12-16 17:52:14,IP Address,72.33.2.91,100,389,True,2024-12-16 17:52:15,R_73h47O9DsN0ZR17,,,,,43.0812,-89.3845,anonymous,EN,58,14.493,14.493,14.5,1,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,"Very
7
","
6","Very
7
","
6","
6",4,"
6","
6","Very
7
",5,"Very
7
",3,"Very
7
",5,5,3,"Definitely
NOT 
associated
1
",7,3,6,7,4,5,6,3,4,"
8",3,3,"
8","Definitely
NOT 
associated
1
","Definitely
NOT 
associated
1
",3,3,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,"Not at all
0
",Agree,Somewhat disagree,Agree,Strongly agree,Neutral,Agree,"Not at all
0
",Disagree,Disagree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree
2024-12-18 10:13:10,2024-12-18 10:18:56,IP Address,72.33.2.91,100,346,True,2024-12-18 10:18:57,R_5RySqCS7EIo0JKV,,,,,43.0782,-89.4075,anonymous,EN,55,22.333,22.333,22.338,1,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,"Very
7
",5,"Very
7
","Does
Not
Fit","
6",4,"Very
7
","Does
Not
Fit","Very
7
","Very
7
","Very
7
","Very
7
","Very
7
","Very
7
","Very
7
","Does
Not
Fit",5,"Definitely
associated
9
","Definitely
NOT 
associated
1
",4,6,3,4,6,3,5,"Definitely
associated
9
","Definitely
NOT 
associated
1
",5,"Definitely
associated
9
","Definitely
NOT 
associated
1
",5,7,"Definitely
NOT 
associated
1
",Strongly agree,Neutral,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,2,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,1,Agree,Neutral,Somewhat disagree,Somewhat agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree
